"Period","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"07/01/1990","Exports","Manitoba","Total","384672.3140","5503787.7400","12.89"
"07/01/1990","Exports","New Brunswick","Maine","171774.3200","5528921.8600","31.69"
"07/01/1990","Exports","New Brunswick","Massachusetts","167885.0000","8219141.0000","48.96"
"07/01/1990","Exports","New Brunswick","Total","339659.3200","13748062.8600","40.23"
"07/01/1990","Exports","Ontario","Michigan","3815.4800","169211.3100","44.35"
"07/01/1990","Exports","Ontario","New York","65855.0720","1460161.6400","22.01"
"07/01/1990","Exports","Ontario","Total","69670.5520","1629372.9500","23.23"
"07/01/1990","Exports","Québec","New England-ISO","3393.0000","78500.4500","23.14"
"07/01/1990","Exports","Québec","New York","590746.0000","15729537.9800","24.25"
"07/01/1990","Exports","Québec","Total","713827.0000","20751224.7500","26.55"
"07/01/1990","Exports","Québec","Vermont","119688.0000","4943186.3200","38.00"
"07/01/1990","Exports","Saskatchewan","North Dakota","33311.0000","358380.6900","10.76"
"07/01/1990","Exports","Saskatchewan","Total","33311.0000","358380.6900","10.76"
"07/01/1990","Exports","Total","Alaska","53.2800","3417.0000","64.13"
"07/01/1990","Exports","Total","California","426840.5220","9485415.0200","22.22"
"07/01/1990","Exports","Total","Idaho","32087.0000","621931.9500","19.38"
"07/01/1990","Exports","Total","Maine","171774.3200","5528921.8600","31.69"
"07/01/1990","Exports","Total","Massachusetts","167885.0000","8219141.0000","48.96"
"07/01/1990","Exports","Total","Michigan","3815.4800","169211.3100","44.35"
"07/01/1990","Exports","Total","Minnesota","365047.3140","5122240.0500","12.54"
"07/01/1990","Exports","Total","Montana","35535.0000","637736.3900","17.95"
"07/01/1990","Exports","Total","New England-ISO","3393.0000","78500.4500","23.14"
"07/01/1990","Exports","Total","New York","656601.0720","17189699.6200","24.02"
"07/01/1990","Exports","Total","North Dakota","52936.0000","739928.3800","13.98"
"07/01/1990","Exports","Total","Oregon","161542.0000","3097168.6900","19.17"
"07/01/1990","Exports","Total","Total","2208992.1880","56053786.5100","24.27"
"07/01/1990","Exports","Total","Vermont","119688.0000","4943186.3200","38.00"
"07/01/1990","Exports","Total","Washington","11794.2000","217288.4700","18.42"
"07/01/1990","Imports","Maine","New Brunswick","2045.6000","39227.4800","19.18"
"07/01/1990","Imports","Maine","Total","2045.6000","39227.4800","19.18"
"07/01/1990","Imports","Michigan","Ontario","798249.6000","33006841.3800","41.35"
"07/01/1990","Imports","Michigan","Total","798249.6000","33006841.3800","41.35"
"07/01/1990","Imports","Minnesota","Ontario","14082.0000","541107.9700","38.43"
"07/01/1990","Imports","Minnesota","Total","14082.0000","541107.9700","38.43"
"07/01/1990","Imports","Montana","British Columbia","23.0000","1289.8300","56.08"
"07/01/1990","Imports","Montana","Total","23.0000","1289.8300","56.08"
"07/01/1990","Imports","New England-ISO","Québec","3900.0000","98489.9500","25.25"
"07/01/1990","Imports","New England-ISO","Total","3900.0000","98489.9500","25.25"
"07/01/1990","Imports","New York","Ontario","49393.0000","2316595.4000","46.90"
"07/01/1990","Imports","New York","Québec","380168.0000","9428893.3200","24.80"
"07/01/1990","Imports","New York","Total","429561.0000","11745488.7200","27.34"
"07/01/1990","Imports","North Dakota","Saskatchewan","850.0000","15175.1600","17.85"
"07/01/1990","Imports","North Dakota","Total","850.0000","15175.1600","17.85"
"07/01/1990","Imports","Total","Alberta","206.0000","7844.1300","38.08"
"07/01/1990","Imports","Total","British Columbia","38.0000","1666.8300","43.86"
"07/01/1990","Imports","Total","New Brunswick","2045.6000","39227.4800","19.18"
"07/01/1990","Imports","Total","Ontario","861724.6000","35864544.7500","41.62"
"07/01/1990","Imports","Total","Québec","384789.0000","9560745.3800","24.85"
"07/01/1990","Imports","Total","Saskatchewan","850.0000","15175.1600","17.85"
"07/01/1990","Imports","Total","Total","1249653.2000","45489203.7300","36.40"
"07/01/1990","Imports","Vermont","Québec","721.0000","33362.1100","46.27"
"07/01/1990","Imports","Vermont","Total","721.0000","33362.1100","46.27"
"07/01/1990","Imports","Washington","Alberta","206.0000","7844.1300","38.08"
"07/01/1990","Imports","Washington","British Columbia","15.0000","377.0000","25.13"
"07/01/1990","Imports","Washington","Total","221.0000","8221.1300","37.20"
"08/01/1990","Exports","British Columbia","Alaska","76.0800","3845.0000","50.54"
"08/01/1990","Exports","British Columbia","California","478443.0000","11061056.6500","23.12"
"08/01/1990","Exports","British Columbia","Idaho","7837.0000","125240.9200","15.98"
"08/01/1990","Exports","British Columbia","Montana","9099.0000","196673.8000","21.61"
"08/01/1990","Exports","British Columbia","Oregon","94699.0000","2174180.7000","22.96"
"08/01/1990","Exports","British Columbia","Total","689865.2800","15338201.8700","22.23"
"08/01/1990","Exports","British Columbia","Washington","99711.2000","1777204.8000","17.82"
"08/01/1990","Exports","Manitoba","Minnesota","223100.6350","3430422.8600","12.91"
"08/01/1990","Exports","Manitoba","North Dakota","23727.0000","467210.1500","19.69"
"08/01/1990","Exports","Manitoba","Total","246827.6350","3897633.0100","13.56"
"08/01/1990","Exports","New Brunswick","Maine","179471.3000","6490307.4400","35.54"
"08/01/1990","Exports","New Brunswick","Massachusetts","168888.0000","9445399.0000","55.93"
"08/01/1990","Exports","New Brunswick","Total","348359.3000","15935706.4400","45.42"
"08/01/1990","Exports","Ontario","Michigan","121.6800","0.0000","0.00"
"08/01/1990","Exports","Ontario","New York","37907.6410","946249.6900","24.81"
"08/01/1990","Exports","Ontario","Total","38029.3210","946249.6900","24.73"
"08/01/1990","Exports","Québec","New England-ISO","7846.0000","178232.4000","22.72"
"08/01/1990","Exports","Québec","New York","382154.0000","11638750.3200","26.68"
"08/01/1990","Exports","Québec","Total","537561.0000","17742616.9200","29.60"
"08/01/1990","Exports","Québec","Vermont","147561.0000","5925634.2000","37.51"
"08/01/1990","Exports","Saskatchewan","North Dakota","2700.0000","43258.3200","16.02"
"08/01/1990","Exports","Saskatchewan","Total","2700.0000","43258.3200","16.02"
"08/01/1990","Exports","Total","Alaska","76.0800","3845.0000","50.54"
"08/01/1990","Exports","Total","California","478443.0000","11061056.6500","23.12"
"08/01/1990","Exports","Total","Idaho","7837.0000","125240.9200","15.98"
"08/01/1990","Exports","Total","Maine","179471.3000","6490307.4400","35.54"
"08/01/1990","Exports","Total","Massachusetts","168888.0000","9445399.0000","55.93"
"08/01/1990","Exports","Total","Michigan","121.6800","0.0000","0.00"
"08/01/1990","Exports","Total","Minnesota","223100.6350","3430422.8600","12.91"
"08/01/1990","Exports","Total","Montana","9099.0000","196673.8000","21.61"
"08/01/1990","Exports","Total","New England-ISO","7846.0000","178232.4000","22.72"
"08/01/1990","Exports","Total","New York","420061.6410","12585000.0100","26.51"
"08/01/1990","Exports","Total","North Dakota","26427.0000","510468.4700","19.32"
"08/01/1990","Exports","Total","Oregon","94699.0000","2174180.7000","22.96"
"08/01/1990","Exports","Total","Total","1863342.5360","53903666.2500","27.59"
"08/01/1990","Exports","Total","Vermont","147561.0000","5925634.2000","37.51"
"08/01/1990","Exports","Total","Washington","99711.2000","1777204.8000","17.82"
"08/01/1990","Imports","Maine","New Brunswick","830.6000","24732.6200","29.78"
"08/01/1990","Imports","Maine","Total","830.6000","24732.6200","29.78"
"08/01/1990","Imports","Michigan","Ontario","974533.8000","37513932.1600","38.49"
"08/01/1990","Imports","Michigan","Total","974533.8000","37513932.1600","38.49"
"08/01/1990","Imports","Minnesota","Ontario","12794.0000","472275.0000","36.91"
"08/01/1990","Imports","Minnesota","Total","12794.0000","472275.0000","36.91"
"08/01/1990","Imports","Montana","British Columbia","33.0000","1785.2600","54.10"
"08/01/1990","Imports","Montana","Total","33.0000","1785.2600","54.10"
"08/01/1990","Imports","New England-ISO","Québec","4900.0000","114819.9400","23.43"
"08/01/1990","Imports","New England-ISO","Total","4900.0000","114819.9400","23.43"
"08/01/1990","Imports","New York","Ontario","31183.0000","2857301.0300","91.63"
"08/01/1990","Imports","New York","Québec","77215.0000","2039251.7100","26.41"
"08/01/1990","Imports","New York","Total","108398.0000","4896552.7400","45.17"
"08/01/1990","Imports","North Dakota","Saskatchewan","1600.0000","173719.0400","108.57"
"08/01/1990","Imports","North Dakota","Total","1600.0000","173719.0400","108.57"
"08/01/1990","Imports","Total","Alberta","231.0000","9793.8200","42.40"
"08/01/1990","Imports","Total","British Columbia","46.0000","2115.2600","45.98"
"08/01/1990","Imports","Total","New Brunswick","830.6000","24732.6200","29.78"
"08/01/1990","Imports","Total","Ontario","1018510.8000","40843508.1900","40.10"
"08/01/1990","Imports","Total","Québec","82665.0000","2179248.4500","26.36"
"08/01/1990","Imports","Total","Saskatchewan","1600.0000","173719.0400","108.57"
"08/01/1990","Imports","Total","Total","1103883.4000","43233117.3800","39.16"
"08/01/1990","Imports","Vermont","Québec","550.0000","25176.8000","45.78"
"08/01/1990","Imports","Vermont","Total","550.0000","25176.8000","45.78"
"08/01/1990","Imports","Washington","Alberta","231.0000","9793.8200","42.40"
"08/01/1990","Imports","Washington","British Columbia","13.0000","330.0000","25.38"
"08/01/1990","Imports","Washington","Total","244.0000","10123.8200","41.49"
"09/01/1990","Exports","British Columbia","Alaska","56.8800","3845.0000","67.60"
"09/01/1990","Exports","British Columbia","California","368451.0000","9891727.0600","26.85"
"09/01/1990","Exports","British Columbia","Oregon","86672.0000","2139123.1100","24.68"
"09/01/1990","Exports","British Columbia","Total","551578.4340","13916067.3000","25.23"
"09/01/1990","Exports","British Columbia","Washington","96398.5540","1881372.1300","19.52"
"09/01/1990","Exports","Manitoba","Minnesota","234055.0190","4164545.7200","15.44"
"09/01/1990","Exports","Manitoba","North Dakota","33496.0000","677937.0800","20.24"
"09/01/1990","Exports","Manitoba","Total","267551.0190","4842482.8000","16.04"
"09/01/1990","Exports","New Brunswick","Maine","167441.2500","7560184.6800","44.64"
"09/01/1990","Exports","New Brunswick","Massachusetts","163440.0000","41350248.0000","253.00"
"09/01/1990","Exports","New Brunswick","Total","330881.2500","48910432.6800","147.56"
"09/01/1990","Exports","Ontario","Michigan","98.0800","0.0000","0.00"
"09/01/1990","Exports","Ontario","Minnesota","72.0000","3521.0000","48.90"
"09/01/1990","Exports","Ontario","New York","23815.6390","823421.4800","32.76"
"09/01/1990","Exports","Ontario","Total","23985.7190","826942.4800","32.68"
"09/01/1990","Exports","Québec","New England-ISO","37694.0000","859585.9600","22.80"
"09/01/1990","Exports","Québec","New York","581070.0000","21529559.1100","34.66"
"09/01/1990","Exports","Québec","Total","763779.0000","27582020.6500","33.44"
"09/01/1990","Exports","Québec","Vermont","145015.0000","5192875.5800","31.34"
"09/01/1990","Exports","Saskatchewan","North Dakota","4475.0000","79616.4100","17.79"
"09/01/1990","Exports","Saskatchewan","Total","4475.0000","79616.4100","17.79"
"09/01/1990","Exports","Total","Alaska","56.8800","3845.0000","67.60"
"09/01/1990","Exports","Total","California","368451.0000","9891727.0600","26.85"
"09/01/1990","Exports","Total","Maine","167441.2500","7560184.6800","44.64"
"09/01/1990","Exports","Total","Massachusetts","163440.0000","41350248.0000","253.00"
"09/01/1990","Exports","Total","Michigan","98.0800","0.0000","0.00"
"09/01/1990","Exports","Total","Minnesota","234127.0190","4168066.7200","15.45"
"09/01/1990","Exports","Total","New England-ISO","37694.0000","859585.9600","22.80"
"09/01/1990","Exports","Total","New York","604885.6390","22352980.5900","34.58"
"09/01/1990","Exports","Total","North Dakota","37971.0000","757553.4900","19.95"
"09/01/1990","Exports","Total","Oregon","86672.0000","2139123.1100","24.68"
"09/01/1990","Exports","Total","Total","1942250.4220","96157562.3200","48.11"
"09/01/1990","Exports","Total","Vermont","145015.0000","5192875.5800","31.34"
"09/01/1990","Exports","Total","Washington","96398.5540","1881372.1300","19.52"
"09/01/1990","Imports","Maine","New Brunswick","2355.0000","53411.3500","22.68"
"09/01/1990","Imports","Maine","Total","2355.0000","53411.3500","22.68"
"09/01/1990","Imports","Michigan","Ontario","985057.2000","34948517.6500","35.48"
"09/01/1990","Imports","Michigan","Total","985057.2000","34948517.6500","35.48"
"09/01/1990","Imports","Minnesota","Ontario","13425.0000","508180.1400","37.85"
"09/01/1990","Imports","Minnesota","Total","13425.0000","508180.1400","37.85"
"09/01/1990","Imports","Montana","British Columbia","24.0000","1389.8400","57.91"
"09/01/1990","Imports","Montana","Total","24.0000","1389.8400","57.91"
"09/01/1990","Imports","New England-ISO","Québec","900.0000","24864.2400","27.63"
"09/01/1990","Imports","New England-ISO","Total","900.0000","24864.2400","27.63"
"09/01/1990","Imports","New York","Ontario","13091.0000","571063.8800","43.62"
"09/01/1990","Imports","New York","Québec","386870.0000","13395449.9000","34.63"
"09/01/1990","Imports","New York","Total","399961.0000","13966513.7800","34.92"
"09/01/1990","Imports","Total","Alberta","208.0000","9145.8500","43.97"
"09/01/1990","Imports","Total","British Columbia","37.0000","1759.8400","47.56"
"09/01/1990","Imports","Total","New Brunswick","2355.0000","53411.3500","22.68"
"09/01/1990","Imports","Total","Ontario","1011573.2000","36027761.6700","35.62"
"09/01/1990","Imports","Total","Québec","388204.0000","13440420.4900","34.62"
"09/01/1990","Imports","Total","Total","1402377.2000","49532499.2000","35.32"
"09/01/1990","Imports","Vermont","Québec","434.0000","20106.3500","46.33"
"09/01/1990","Imports","Vermont","Total","434.0000","20106.3500","46.33"
"09/01/1990","Imports","Washington","Alberta","208.0000","9145.8500","43.97"
